id_venda;id_cliente;id_produto;data_venda;quantidade;;;forma_pagamento
VEN000321;CLI000172;PROD030;9/12/24;1; 1199.00; 1199.00;Cartão de Débito
VEN000322;CLI000054;PROD029;10/12/24;1; 349.00; 349.00;PIX
VEN000323;CLI000015;PROD003;11/12/24;1; 7999.00; 7999.00;Cartão de Crédito
VEN000324;CLI000297;PROD023;12/12/24;1; 179.90; 179.90;Cartão de Crédito
VEN000325;CLI000190;PROD006;13/12/24;1; 1799.90; 1799.90;Cartão de Crédito
VEN000326;CLI000051;PROD017;14/12/24;1; 249.90; 249.90;PIX
VEN000327;CLI000110;PROD010;15/12/24;3; 6499.00; 19497.00;Cartão de Crédito
VEN000328;CLI000229;PROD009;16/12/24;1; 2299.90; 2299.90;Cartão de Débito
VEN000329;CLI000088;PROD022;17/12/24;2; 219.90; 439.80;Dinheiro Em Espécie
VEN000330;CLI000045;PROD030;18/12/24;2; 1199.00; 2398.00;Cartão de Crédito
VEN000331;CLI000268;PROD012;19/12/24;1; 1199.00; 1199.00;Cartão de Crédito
VEN000332;CLI000237;PROD029;20/12/24;1; 349.00; 349.00;PIX
VEN000333;CLI000052;PROD030;21/12/24;1; 1199.00; 1199.00;PIX
VEN000334;CLI000047;PROD007;22/12/24;2; 4999.00; 9998.00;PIX
VEN000335;CLI000163;PROD012;23/12/24;2; 1199.00; 2398.00;Cartão de Crédito
VEN000336;CLI000079;PROD017;24/12/24;2; 249.90; 499.80;Cartão de Crédito
VEN000337;CLI000096;PROD018;25/12/24;1; 139.90; 139.90;Cartão de Crédito
VEN000338;CLI000143;PROD024;26/12/24;2; 279.90; 559.80;PIX
VEN000339;CLI000091;PROD007;27/12/24;1; 4999.00; 4999.00;Cartão de Crédito
VEN000340;CLI000202;PROD006;28/12/24;3; 1799.90; 5399.70;Cartão de Crédito
VEN000341;CLI000060;PROD019;29/12/24;2; 199.00; 398.00;Cartão de Crédito
VEN000342;CLI000175;PROD030;30/12/24;2; 1199.00; 2398.00;Cartão de Crédito
VEN000343;CLI000026;PROD024;31/12/24;3; 279.90; 839.70;Cartão de Crédito
VEN000344;CLI000244;PROD002;1/1/25;2; 4299.00; 8598.00;Cartão de Débito
VEN000345;CLI000034;PROD029;2/1/25;3; 349.00; 1047.00;PIX
VEN000346;CLI000265;PROD014;3/1/25;1; 2499.00; 2499.00;Cartão de Crédito
VEN000347;CLI000108;PROD029;4/1/25;3; 349.00; 1047.00;Cartão de Débito
VEN000348;CLI000110;PROD004;5/1/25;2; 2899.90; 5799.80;PIX
VEN000349;CLI000175;PROD029;6/1/25;2; 349.00; 698.00;Cartão de Crédito
VEN000350;CLI000184;PROD011;7/1/25;2; 799.90; 1599.80;Cartão de Crédito
VEN000351;CLI000017;PROD017;8/1/25;1; 249.90; 249.90;PIX
VEN000352;CLI000229;PROD003;9/1/25;1; 7999.00; 7999.00;PIX
VEN000353;CLI000294;PROD014;10/1/25;1; 2499.00; 2499.00;Cartão de Débito
VEN000354;CLI000144;PROD011;11/1/25;1; 799.90; 799.90;Cartão de Crédito
VEN000355;CLI000032;PROD013;12/1/25;1; 1099.90; 1099.90;Cartão de Crédito
VEN000356;CLI000047;PROD002;13/1/25;2; 4299.00; 8598.00;PIX
VEN000357;CLI000139;PROD017;14/1/25;2; 249.90; 499.80;Cartão de Débito
VEN000358;CLI000080;PROD011;15/1/25;3; 799.90; 2399.70;Cartão de Débito
VEN000359;CLI000222;PROD012;16/1/25;1; 1199.00; 1199.00;Cartão de Crédito
VEN000360;CLI000076;PROD025;17/1/25;1; 239.90; 239.90;Dinheiro Em Espécie
VEN000361;CLI000257;PROD021;18/1/25;2; 59.90; 119.80;PIX
VEN000362;CLI000266;PROD022;19/1/25;3; 219.90; 659.70;Cartão de Crédito
VEN000363;CLI000217;PROD006;20/1/25;1; 1799.90; 1799.90;Cartão de Crédito
VEN000364;CLI000107;PROD018;21/1/25;1; 139.90; 139.90;Cartão de Débito
VEN000365;CLI000102;PROD022;22/1/25;1; 219.90; 219.90;Dinheiro Em Espécie
VEN000366;CLI000248;PROD005;23/1/25;3; 4899.00; 14697.00;Cartão de Débito
VEN000367;CLI000230;PROD010;24/1/25;1; 6499.00; 6499.00;PIX
VEN000368;CLI000155;PROD007;25/1/25;1; 4999.00; 4999.00;PIX
VEN000369;CLI000067;PROD022;26/1/25;1; 219.90; 219.90;PIX
VEN000370;CLI000036;PROD016;27/1/25;1; 89.90; 89.90;Cartão de Crédito
VEN000371;CLI000028;PROD023;28/1/25;1; 179.90; 179.90;Dinheiro Em Espécie
VEN000372;CLI000225;PROD021;29/1/25;1; 59.90; 59.90;Cartão de Crédito
VEN000373;CLI000118;PROD003;30/1/25;3; 7999.00; 23997.00;PIX
VEN000374;CLI000252;PROD030;31/1/25;3; 1199.00; 3597.00;Cartão de Crédito
VEN000375;CLI000119;PROD002;1/2/25;1; 4299.00; 4299.00;Cartão de Débito
VEN000376;CLI000226;PROD009;2/2/25;3; 2299.90; 6899.70;PIX
VEN000377;CLI000248;PROD018;3/2/25;1; 139.90; 139.90;PIX
VEN000378;CLI000134;PROD016;4/2/25;1; 89.90; 89.90;PIX
VEN000379;CLI000178;PROD029;5/2/25;1; 349.00; 349.00;Cartão de Crédito
VEN000380;CLI000050;PROD019;6/2/25;2; 199.00; 398.00;Cartão de Crédito
VEN000381;CLI000274;PROD008;7/2/25;3; 1299.00; 3897.00;PIX
VEN000382;CLI000135;PROD025;8/2/25;2; 239.90; 479.80;PIX
VEN000383;CLI000116;PROD015;9/2/25;3; 1349.90; 4049.70;Cartão de Débito
VEN000384;CLI000297;PROD001;10/2/25;3; 3499.90; 10499.70;Cartão de Crédito
VEN000385;CLI000205;PROD012;11/2/25;2; 1199.00; 2398.00;Cartão de Crédito
VEN000386;CLI000119;PROD011;12/2/25;2; 799.90; 1599.80;PIX
VEN000387;CLI000167;PROD026;13/2/25;3; 1499.00; 4497.00;Cartão de Débito
VEN000388;CLI000278;PROD030;14/2/25;2; 1199.00; 2398.00;PIX
VEN000389;CLI000291;PROD001;15/2/25;3; 3499.90; 10499.70;Cartão de Crédito
VEN000390;CLI000013;PROD013;16/2/25;3; 1099.90; 3299.70;PIX
VEN000391;CLI000156;PROD022;17/2/25;2; 219.90; 439.80;Cartão de Crédito
VEN000392;CLI000037;PROD030;18/2/25;2; 1199.00; 2398.00;PIX
VEN000393;CLI000205;PROD002;19/2/25;1; 4299.00; 4299.00;Cartão de Crédito
VEN000394;CLI000163;PROD006;20/2/25;1; 1799.90; 1799.90;PIX
VEN000395;CLI000252;PROD020;21/2/25;2; 399.90; 799.80;Cartão de Crédito
VEN000396;CLI000286;PROD022;22/2/25;3; 219.90; 659.70;PIX
VEN000397;CLI000165;PROD013;23/2/25;2; 1099.90; 2199.80;PIX
VEN000398;CLI000023;PROD027;24/2/25;3; 699.90; 2099.70;Cartão de Crédito
VEN000399;CLI000224;PROD027;25/2/25;1; 699.90; 699.90;PIX
VEN000400;CLI000268;PROD025;26/2/25;3; 239.90; 719.70;PIX
VEN000401;CLI000282;PROD009;27/2/25;1; 2299.90; 2299.90;Cartão de Crédito
VEN000402;CLI000223;PROD002;28/2/25;2; 4299.00; 8598.00;PIX
VEN000403;CLI000260;PROD026;1/3/25;1; 1499.00; 1499.00;Cartão de Débito
VEN000404;CLI000064;PROD026;2/3/25;3; 1499.00; 4497.00;Cartão de Débito
VEN000405;CLI000020;PROD028;3/3/25;1; 189.90; 189.90;PIX
VEN000406;CLI000236;PROD010;4/3/25;2; 6499.00; 12998.00;PIX
VEN000407;CLI000125;PROD028;5/3/25;1; 189.90; 189.90;Cartão de Débito
VEN000408;CLI000203;PROD014;6/3/25;2; 2499.00; 4998.00;Dinheiro Em Espécie
VEN000409;CLI000004;PROD013;7/3/25;1; 1099.90; 1099.90;PIX
VEN000410;CLI000206;PROD018;8/3/25;1; 139.90; 139.90;Cartão de Crédito
VEN000411;CLI000028;PROD020;9/3/25;1; 399.90; 399.90;PIX
VEN000412;CLI000023;PROD024;10/3/25;2; 279.90; 559.80;Cartão de Crédito
VEN000413;CLI000186;PROD028;11/3/25;1; 189.90; 189.90;Cartão de Crédito
VEN000414;CLI000115;PROD015;12/3/25;3; 1349.90; 4049.70;Cartão de Crédito
VEN000415;CLI000047;PROD009;13/3/25;1; 2299.90; 2299.90;Dinheiro Em Espécie
VEN000416;CLI000208;PROD023;14/3/25;2; 179.90; 359.80;Cartão de Crédito
VEN000417;CLI000157;PROD021;15/3/25;2; 59.90; 119.80;Cartão de Crédito
VEN000418;CLI000260;PROD003;16/3/25;2; 7999.00; 15998.00;PIX
VEN000419;CLI000112;PROD008;17/3/25;1; 1299.00; 1299.00;Dinheiro Em Espécie
VEN000420;CLI000269;PROD025;18/3/25;2; 239.90; 479.80;PIX
VEN000421;CLI000169;PROD009;19/3/25;1; 2299.90; 2299.90;Cartão de Crédito
VEN000422;CLI000196;PROD018;20/3/25;1; 139.90; 139.90;Cartão de Débito
VEN000423;CLI000056;PROD005;21/3/25;1; 4899.00; 4899.00;Cartão de Crédito
VEN000424;CLI000023;PROD010;22/3/25;2; 6499.00; 12998.00;Cartão de Crédito
VEN000425;CLI000124;PROD027;23/3/25;2; 699.90; 1399.80;PIX
VEN000426;CLI000237;PROD007;24/3/25;2; 4999.00; 9998.00;PIX
VEN000427;CLI000295;PROD011;25/3/25;2; 799.90; 1599.80;Dinheiro Em Espécie
VEN000428;CLI000190;PROD005;26/3/25;2; 4899.00; 9798.00;PIX
VEN000429;CLI000219;PROD024;27/3/25;1; 279.90; 279.90;Cartão de Crédito
VEN000430;CLI000286;PROD004;28/3/25;1; 2899.90; 2899.90;Cartão de Débito
VEN000431;CLI000048;PROD006;29/3/25;1; 1799.90; 1799.90;PIX
VEN000432;CLI000066;PROD030;30/3/25;2; 1199.00; 2398.00;Dinheiro Em Espécie
VEN000433;CLI000132;PROD028;31/3/25;3; 189.90; 569.70;PIX
VEN000434;CLI000286;PROD007;1/4/25;1; 4999.00; 4999.00;PIX
VEN000435;CLI000293;PROD008;2/4/25;1; 1299.00; 1299.00;Cartão de Débito
VEN000436;CLI000110;PROD004;3/4/25;1; 2899.90; 2899.90;Dinheiro Em Espécie
VEN000437;CLI000297;PROD029;4/4/25;2; 349.00; 698.00;PIX
VEN000438;CLI000093;PROD015;5/4/25;1; 1349.90; 1349.90;PIX
VEN000439;CLI000029;PROD013;6/4/25;1; 1099.90; 1099.90;Cartão de Débito
VEN000440;CLI000269;PROD008;7/4/25;2; 1299.00; 2598.00;PIX
VEN000441;CLI000197;PROD009;8/4/25;1; 2299.90; 2299.90;Cartão de Crédito
VEN000442;CLI000190;PROD030;9/4/25;1; 1199.00; 1199.00;Cartão de Crédito
VEN000443;CLI000045;PROD019;10/4/25;1; 199.00; 199.00;Cartão de Crédito
VEN000444;CLI000148;PROD004;11/4/25;1; 2899.90; 2899.90;Dinheiro Em Espécie
VEN000445;CLI000162;PROD025;12/4/25;2; 239.90; 479.80;PIX
VEN000446;CLI000164;PROD018;13/4/25;1; 139.90; 139.90;Cartão de Crédito
VEN000447;CLI000249;PROD010;14/4/25;1; 6499.00; 6499.00;PIX
VEN000448;CLI000167;PROD019;15/4/25;1; 199.00; 199.00;Cartão de Débito
VEN000449;CLI000012;PROD007;16/4/25;2; 4999.00; 9998.00;Cartão de Débito
VEN000450;CLI000105;PROD019;17/4/25;2; 199.00; 398.00;PIX
VEN000451;CLI000115;PROD025;18/4/25;2; 239.90; 479.80;Cartão de Crédito
VEN000452;CLI000074;PROD014;19/4/25;2; 2499.00; 4998.00;Cartão de Crédito
VEN000453;CLI000133;PROD017;20/4/25;1; 249.90; 249.90;Cartão de Crédito
VEN000454;CLI000076;PROD003;21/4/25;3; 7999.00; 23997.00;Cartão de Débito
VEN000455;CLI000104;PROD029;22/4/25;2; 349.00; 698.00;Cartão de Crédito
VEN000456;CLI000040;PROD014;23/4/25;1; 2499.00; 2499.00;Cartão de Crédito
VEN000457;CLI000234;PROD027;24/4/25;2; 699.90; 1399.80;Cartão de Crédito
VEN000458;CLI000245;PROD027;25/4/25;3; 699.90; 2099.70;PIX
VEN000459;CLI000030;PROD006;26/4/25;3; 1799.90; 5399.70;PIX
VEN000460;CLI000210;PROD024;27/4/25;2; 279.90; 559.80;Cartão de Débito
VEN000461;CLI000230;PROD001;28/4/25;2; 3499.90; 6999.80;Cartão de Crédito
VEN000462;CLI000011;PROD028;29/4/25;2; 189.90; 379.80;Cartão de Crédito
VEN000463;CLI000242;PROD017;30/4/25;3; 249.90; 749.70;PIX
VEN000464;CLI000250;PROD001;1/5/25;1; 3499.90; 3499.90;Cartão de Débito
VEN000465;CLI000006;PROD004;2/5/25;1; 2899.90; 2899.90;PIX
VEN000466;CLI000183;PROD006;3/5/25;1; 1799.90; 1799.90;PIX
VEN000467;CLI000146;PROD029;4/5/25;2; 349.00; 698.00;PIX
VEN000468;CLI000185;PROD028;5/5/25;1; 189.90; 189.90;Dinheiro Em Espécie
VEN000469;CLI000284;PROD023;6/5/25;1; 179.90; 179.90;PIX
VEN000470;CLI000300;PROD017;7/5/25;2; 249.90; 499.80;Cartão de Débito
VEN000471;CLI000019;PROD013;8/5/25;1; 1099.90; 1099.90;Cartão de Crédito
VEN000472;CLI000261;PROD003;9/5/25;3; 7999.00; 23997.00;PIX
VEN000473;CLI000054;PROD023;10/5/25;1; 179.90; 179.90;Dinheiro Em Espécie
VEN000474;CLI000117;PROD030;11/5/25;1; 1199.00; 1199.00;PIX
VEN000475;CLI000069;PROD008;12/5/25;1; 1299.00; 1299.00;Cartão de Crédito
VEN000476;CLI000294;PROD008;13/5/25;1; 1299.00; 1299.00;Cartão de Crédito
VEN000477;CLI000216;PROD012;14/5/25;3; 1199.00; 3597.00;Cartão de Crédito
VEN000478;CLI000255;PROD007;15/5/25;1; 4999.00; 4999.00;Cartão de Crédito
VEN000479;CLI000284;PROD013;16/5/25;1; 1099.90; 1099.90;Cartão de Crédito
VEN000480;CLI000192;PROD014;17/5/25;1; 2499.00; 2499.00;Cartão de Crédito
VEN000481;CLI000001;PROD021;18/5/25;1; 59.90; 59.90;Dinheiro Em Espécie
VEN000482;CLI000076;PROD012;19/5/25;1; 1199.00; 1199.00;Cartão de Crédito
VEN000483;CLI000039;PROD023;20/5/25;1; 179.90; 179.90;Cartão de Crédito
VEN000484;CLI000247;PROD017;21/5/25;2; 249.90; 499.80;PIX
VEN000485;CLI000111;PROD011;22/5/25;1; 799.90; 799.90;Cartão de Crédito
VEN000486;CLI000100;PROD003;23/5/25;1; 7999.00; 7999.00;Cartão de Crédito
VEN000487;CLI000183;PROD008;24/5/25;3; 1299.00; 3897.00;PIX
VEN000488;CLI000176;PROD016;25/5/25;2; 89.90; 179.80;Cartão de Débito
VEN000489;CLI000105;PROD002;26/5/25;1; 4299.00; 4299.00;Cartão de Crédito
VEN000490;CLI000019;PROD027;27/5/25;2; 699.90; 1399.80;Cartão de Crédito
VEN000491;CLI000215;PROD027;28/5/25;1; 699.90; 699.90;Dinheiro Em Espécie
VEN000492;CLI000214;PROD020;29/5/25;1; 399.90; 399.90;Cartão de Crédito
VEN000493;CLI000222;PROD026;30/5/25;1; 1499.00; 1499.00;PIX
VEN000494;CLI000229;PROD011;31/5/25;3; 799.90; 2399.70;Dinheiro Em Espécie
VEN000495;CLI000096;PROD007;1/6/25;1; 4999.00; 4999.00;PIX
VEN000496;CLI000164;PROD028;2/6/25;2; 189.90; 379.80;Dinheiro Em Espécie
VEN000497;CLI000148;PROD022;3/6/25;2; 219.90; 439.80;Cartão de Crédito
VEN000498;CLI000187;PROD021;4/6/25;3; 59.90; 179.70;Cartão de Débito
VEN000499;CLI000184;PROD008;5/6/25;2; 1299.00; 2598.00;PIX
VEN000500;CLI000075;PROD023;6/6/25;3; 179.90; 539.70;Cartão de Crédito
VEN000501;CLI000194;PROD024;7/6/25;2; 279.90; 559.80;Cartão de Crédito
VEN000502;CLI000172;PROD002;8/6/25;2; 4299.00; 8598.00;PIX
VEN000503;CLI000152;PROD005;9/6/25;1; 4899.00; 4899.00;Cartão de Crédito
VEN000504;CLI000284;PROD015;10/6/25;1; 1349.90; 1349.90;PIX
VEN000505;CLI000088;PROD015;11/6/25;1; 1349.90; 1349.90;Dinheiro Em Espécie
VEN000506;CLI000068;PROD020;12/6/25;1; 399.90; 399.90;PIX
VEN000507;CLI000074;PROD014;13/6/25;2; 2499.00; 4998.00;Cartão de Crédito
VEN000508;CLI000279;PROD004;14/6/25;1; 2899.90; 2899.90;PIX
VEN000509;CLI000250;PROD016;15/6/25;1; 89.90; 89.90;PIX
VEN000510;CLI000286;PROD007;16/6/25;2; 4999.00; 9998.00;Cartão de Crédito
VEN000511;CLI000275;PROD019;17/6/25;1; 199.00; 199.00;Dinheiro Em Espécie
VEN000512;CLI000204;PROD030;18/6/25;3; 1199.00; 3597.00;Cartão de Crédito
VEN000513;CLI000270;PROD005;19/6/25;3; 4899.00; 14697.00;Cartão de Crédito
VEN000514;CLI000278;PROD027;20/6/25;3; 699.90; 2099.70;PIX
VEN000515;CLI000115;PROD024;21/6/25;1; 279.90; 279.90;Cartão de Crédito
VEN000516;CLI000244;PROD018;22/6/25;1; 139.90; 139.90;PIX
VEN000517;CLI000132;PROD013;23/6/25;1; 1099.90; 1099.90;Cartão de Crédito
VEN000518;CLI000067;PROD016;24/6/25;1; 89.90; 89.90;Cartão de Crédito
VEN000519;CLI000130;PROD022;25/6/25;1; 219.90; 219.90;PIX
VEN000520;CLI000269;PROD023;26/6/25;3; 179.90; 539.70;PIX
VEN000521;CLI000260;PROD028;27/6/25;3; 189.90; 569.70;Cartão de Crédito
VEN000522;CLI000193;PROD027;28/6/25;1; 699.90; 699.90;PIX
VEN000523;CLI000050;PROD002;29/6/25;3; 4299.00; 12897.00;Cartão de Débito
VEN000524;CLI000081;PROD025;30/6/25;1; 239.90; 239.90;PIX
VEN000525;CLI000260;PROD016;1/7/25;2; 89.90; 179.80;Cartão de Débito
VEN000526;CLI000080;PROD004;2/7/25;3; 2899.90; 8699.70;Cartão de Crédito
VEN000527;CLI000206;PROD004;3/7/25;1; 2899.90; 2899.90;Cartão de Crédito
VEN000528;CLI000122;PROD011;4/7/25;1; 799.90; 799.90;Cartão de Crédito
VEN000529;CLI000245;PROD015;5/7/25;1; 1349.90; 1349.90;Cartão de Crédito
VEN000530;CLI000031;PROD013;6/7/25;2; 1099.90; 2199.80;Cartão de Débito
VEN000531;CLI000226;PROD002;7/7/25;2; 4299.00; 8598.00;PIX
VEN000532;CLI000299;PROD023;8/7/25;1; 179.90; 179.90;Cartão de Débito
VEN000533;CLI000244;PROD022;9/7/25;1; 219.90; 219.90;Dinheiro Em Espécie
VEN000534;CLI000182;PROD021;10/7/25;2; 59.90; 119.80;Cartão de Crédito
VEN000535;CLI000022;PROD007;11/7/25;1; 4999.00; 4999.00;PIX
VEN000536;CLI000113;PROD021;12/7/25;1; 59.90; 59.90;PIX
VEN000537;CLI000097;PROD019;13/7/25;3; 199.00; 597.00;Cartão de Crédito
VEN000538;CLI000149;PROD017;14/7/25;2; 249.90; 499.80;PIX
VEN000539;CLI000277;PROD010;15/7/25;1; 6499.00; 6499.00;PIX
VEN000540;CLI000225;PROD022;16/7/25;2; 219.90; 439.80;PIX
VEN000541;CLI000199;PROD011;17/7/25;1; 799.90; 799.90;Cartão de Débito
VEN000542;CLI000051;PROD015;18/7/25;1; 1349.90; 1349.90;PIX
VEN000543;CLI000241;PROD025;19/7/25;1; 239.90; 239.90;Cartão de Crédito
VEN000544;CLI000181;PROD007;20/7/25;3; 4999.00; 14997.00;PIX
VEN000545;CLI000003;PROD023;21/7/25;1; 179.90; 179.90;PIX
VEN000546;CLI000026;PROD009;22/7/25;1; 2299.90; 2299.90;PIX
VEN000547;CLI000064;PROD027;23/7/25;1; 699.90; 699.90;Cartão de Crédito
VEN000548;CLI000183;PROD021;24/7/25;1; 59.90; 59.90;Cartão de Débito
VEN000549;CLI000207;PROD023;25/7/25;3; 179.90; 539.70;Cartão de Crédito
VEN000550;CLI000219;PROD029;26/7/25;1; 349.00; 349.00;PIX
VEN000551;CLI000023;PROD007;27/7/25;1; 4999.00; 4999.00;PIX
VEN000552;CLI000093;PROD021;28/7/25;3; 59.90; 179.70;PIX
VEN000553;CLI000060;PROD002;29/7/25;1; 4299.00; 4299.00;Cartão de Débito
VEN000554;CLI000016;PROD004;30/7/25;1; 2899.90; 2899.90;PIX
VEN000555;CLI000102;PROD022;31/7/25;3; 219.90; 659.70;PIX
VEN000556;CLI000042;PROD020;1/8/25;3; 399.90; 1199.70;Cartão de Crédito
VEN000557;CLI000269;PROD018;2/8/25;1; 139.90; 139.90;Dinheiro Em Espécie
VEN000558;CLI000104;PROD015;3/8/25;1; 1349.90; 1349.90;PIX
VEN000559;CLI000043;PROD025;4/8/25;2; 239.90; 479.80;PIX
VEN000560;CLI000027;PROD001;5/8/25;1; 3499.90; 3499.90;PIX
VEN000561;CLI000002;PROD014;6/8/25;2; 2499.00; 4998.00;Cartão de Crédito
VEN000562;CLI000176;PROD004;7/8/25;1; 2899.90; 2899.90;PIX
VEN000563;CLI000277;PROD016;8/8/25;3; 89.90; 269.70;Cartão de Débito
VEN000564;CLI000078;PROD018;9/8/25;3; 139.90; 419.70;PIX
VEN000565;CLI000022;PROD015;10/8/25;3; 1349.90; 4049.70;Cartão de Crédito
VEN000566;CLI000221;PROD018;11/8/25;3; 139.90; 419.70;PIX
VEN000567;CLI000008;PROD003;12/8/25;1; 7999.00; 7999.00;Cartão de Débito
VEN000568;CLI000029;PROD023;13/8/25;2; 179.90; 359.80;Cartão de Crédito
VEN000569;CLI000081;PROD022;14/8/25;3; 219.90; 659.70;Cartão de Débito
VEN000570;CLI000255;PROD015;15/8/25;2; 1349.90; 2699.80;PIX
VEN000571;CLI000006;PROD015;16/8/25;1; 1349.90; 1349.90;Dinheiro Em Espécie
VEN000572;CLI000013;PROD028;17/8/25;1; 189.90; 189.90;PIX
VEN000573;CLI000155;PROD013;18/8/25;1; 1099.90; 1099.90;Dinheiro Em Espécie
VEN000574;CLI000129;PROD011;19/8/25;1; 799.90; 799.90;Cartão de Débito
VEN000575;CLI000244;PROD002;20/8/25;1; 4299.00; 4299.00;Cartão de Crédito
VEN000576;CLI000236;PROD009;21/8/25;1; 2299.90; 2299.90;Cartão de Débito
VEN000577;CLI000021;PROD020;22/8/25;1; 399.90; 399.90;Cartão de Crédito
VEN000578;CLI000012;PROD015;23/8/25;1; 1349.90; 1349.90;Dinheiro Em Espécie
VEN000579;CLI000081;PROD018;24/8/25;2; 139.90; 279.80;Cartão de Débito
VEN000580;CLI000285;PROD012;25/8/25;2; 1199.00; 2398.00;PIX
VEN000581;CLI000232;PROD016;26/8/25;1; 89.90; 89.90;Dinheiro Em Espécie
VEN000582;CLI000070;PROD018;27/8/25;3; 139.90; 419.70;PIX
VEN000583;CLI000086;PROD018;28/8/25;1; 139.90; 139.90;Cartão de Crédito
VEN000584;CLI000191;PROD017;29/8/25;1; 249.90; 249.90;PIX
VEN000585;CLI000162;PROD008;30/8/25;3; 1299.00; 3897.00;PIX
VEN000586;CLI000193;PROD007;31/8/25;2; 4999.00; 9998.00;PIX
VEN000587;CLI000020;PROD009;1/9/25;1; 2299.90; 2299.90;Cartão de Crédito
VEN000588;CLI000135;PROD029;2/9/25;1; 349.00; 349.00;Cartão de Crédito
VEN000589;CLI000252;PROD008;3/9/25;2; 1299.00; 2598.00;Cartão de Crédito
VEN000590;CLI000209;PROD024;4/9/25;2; 279.90; 559.80;Cartão de Crédito
VEN000591;CLI000251;PROD017;5/9/25;2; 249.90; 499.80;Cartão de Crédito
VEN000592;CLI000032;PROD005;6/9/25;1; 4899.00; 4899.00;PIX
VEN000593;CLI000242;PROD026;7/9/25;1; 1499.00; 1499.00;PIX
VEN000594;CLI000091;PROD027;8/9/25;1; 699.90; 699.90;Cartão de Débito
VEN000595;CLI000193;PROD025;9/9/25;1; 239.90; 239.90;Cartão de Débito
VEN000596;CLI000053;PROD027;10/9/25;1; 699.90; 699.90;Cartão de Crédito
VEN000597;CLI000046;PROD002;11/9/25;1; 4299.00; 4299.00;Cartão de Débito
VEN000598;CLI000014;PROD015;12/9/25;3; 1349.90; 4049.70;Cartão de Crédito
VEN000599;CLI000070;PROD006;13/9/25;1; 1799.90; 1799.90;Cartão de Débito
VEN000600;CLI000243;PROD028;14/9/25;2; 189.90; 379.80;Cartão de Crédito
VEN000601;CLI000191;PROD029;15/9/25;1; 349.00; 349.00;PIX
VEN000602;CLI000209;PROD021;16/9/25;1; 59.90; 59.90;Cartão de Crédito
VEN000603;CLI000234;PROD028;17/9/25;3; 189.90; 569.70;Cartão de Crédito
VEN000604;CLI000024;PROD010;18/9/25;2; 6499.00; 12998.00;Dinheiro Em Espécie
VEN000605;CLI000085;PROD015;19/9/25;3; 1349.90; 4049.70;Dinheiro Em Espécie
VEN000606;CLI000100;PROD021;20/9/25;2; 59.90; 119.80;Cartão de Crédito
VEN000607;CLI000064;PROD021;21/9/25;2; 59.90; 119.80;PIX
VEN000608;CLI000294;PROD011;22/9/25;1; 799.90; 799.90;PIX
VEN000609;CLI000168;PROD026;23/9/25;2; 1499.00; 2998.00;Cartão de Crédito
VEN000610;CLI000106;PROD012;24/9/25;1; 1199.00; 1199.00;Cartão de Crédito
VEN000611;CLI000136;PROD026;25/9/25;2; 1499.00; 2998.00;Cartão de Débito
VEN000612;CLI000274;PROD018;26/9/25;1; 139.90; 139.90;Cartão de Débito
VEN000613;CLI000297;PROD009;27/9/25;3; 2299.90; 6899.70;Cartão de Crédito
VEN000614;CLI000282;PROD026;28/9/25;1; 1499.00; 1499.00;Cartão de Crédito
VEN000615;CLI000274;PROD009;29/9/25;1; 2299.90; 2299.90;PIX
VEN000616;CLI000284;PROD028;30/9/25;2; 189.90; 379.80;PIX
VEN000617;CLI000082;PROD008;1/10/25;1; 1299.00; 1299.00;Cartão de Crédito
VEN000618;CLI000296;PROD030;2/10/25;3; 1199.00; 3597.00;PIX
VEN000619;CLI000147;PROD020;3/10/25;1; 399.90; 399.90;PIX
VEN000620;CLI000180;PROD024;4/10/25;1; 279.90; 279.90;Cartão de Crédito
VEN000621;CLI000234;PROD025;5/10/25;3; 239.90; 719.70;PIX
VEN000622;CLI000120;PROD010;6/10/25;3; 6499.00; 19497.00;Cartão de Crédito
VEN000623;CLI000096;PROD012;7/10/25;3; 1199.00; 3597.00;PIX
VEN000624;CLI000152;PROD019;8/10/25;1; 199.00; 199.00;Dinheiro Em Espécie
VEN000625;CLI000153;PROD028;9/10/25;2; 189.90; 379.80;Cartão de Débito
VEN000626;CLI000256;PROD009;10/10/25;2; 2299.90; 4599.80;PIX
VEN000627;CLI000202;PROD014;11/10/25;1; 2499.00; 2499.00;Cartão de Crédito
VEN000628;CLI000241;PROD019;12/10/25;2; 199.00; 398.00;PIX
VEN000629;CLI000001;PROD030;13/10/25;1; 1199.00; 1199.00;Cartão de Crédito
VEN000630;CLI000043;PROD022;14/10/25;1; 219.90; 219.90;PIX
VEN000631;CLI000051;PROD028;15/10/25;2; 189.90; 379.80;Cartão de Crédito
VEN000632;CLI000142;PROD021;16/10/25;2; 59.90; 119.80;PIX
VEN000633;CLI000036;PROD025;17/10/25;1; 239.90; 239.90;Cartão de Crédito
VEN000634;CLI000129;PROD004;18/10/25;1; 2899.90; 2899.90;Cartão de Crédito
VEN000635;CLI000189;PROD004;19/10/25;1; 2899.90; 2899.90;PIX
VEN000636;CLI000285;PROD007;20/10/25;1; 4999.00; 4999.00;Cartão de Crédito
VEN000637;CLI000051;PROD020;21/10/25;1; 399.90; 399.90;Dinheiro Em Espécie
